2026-04-10 00:00:51 INFO  utils.LoggerHandler - Home Page Actions initialized successfully.
2026-04-10 00:00:52 INFO  utils.LoggerHandler - Business Insurance News Page Actions initialized successfully.
2026-04-10 00:00:52 INFO  utils.LoggerHandler - Step: Hovering over 'News' menu in the navigation bar.
2026-04-10 00:00:52 INFO  utils.LoggerHandler - Step Passed: Hovered over 'News' menu successfully.
2026-04-10 00:00:52 INFO  utils.LoggerHandler - Step: Clicking on 'Business News' under News menu.
2026-04-10 00:00:54 INFO  utils.LoggerHandler - Step Passed: Clicked on 'Business News' successfully.
2026-04-10 00:00:54 INFO  utils.LoggerHandler - Verifying Business Insurance News page header.
2026-04-10 00:00:55 INFO  utils.LoggerHandler - Business Insurance News header verified successfully. Expected: 'Business Insurance News' | Actual: 'Business Insurance News'
2026-04-10 00:00:55 INFO  utils.LoggerHandler - Entering customer name: John
2026-04-10 00:00:55 INFO  utils.LoggerHandler - Entering business name: xyz
2026-04-10 00:00:55 INFO  utils.LoggerHandler - Entering mobile number: 9876543210
2026-04-10 00:00:56 INFO  utils.LoggerHandler - Selecting product type from Product Type dropdown.
2026-04-10 00:00:59 INFO  utils.LoggerHandler - Product type selected successfully.
2026-04-10 00:00:59 INFO  utils.LoggerHandler - Entering email address: test@email.com
2026-04-10 00:01:00 INFO  utils.LoggerHandler - Scrolling to 'Get a Quote' button.
2026-04-10 00:01:00 INFO  utils.LoggerHandler - Clicking on 'Get a Quote' button.
2026-04-10 00:01:01 INFO  utils.LoggerHandler - Verifying Thank You confirmation message.
2026-04-10 00:01:01 INFO  utils.LoggerHandler - Thank You message verified successfully.
